"file","source_row","age_Ma","min_age_Ma","max_age_Ma","status"
"phytoplankton_andersen_1999.xlsx",4,0.0013,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",5,0.006,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",6,0.0082,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",7,0.0112,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",8,0.0178,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",9,0.0196,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",10,0.0255,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",11,0.0349,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",12,0.0474,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",13,0.0474,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",14,0.0592,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",15,0.0647,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",16,0.0693,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",17,0.0693,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",18,0.0785,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",19,0.08,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",20,0.084,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",21,0.087,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",22,0.1,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",23,0.1126,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",24,0.1183,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",25,0.1238,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",26,0.1273,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",27,0.1343,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",28,0.1471,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",29,0.1502,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",30,0.1603,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",31,0.1603,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",32,0.171,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",33,0.1817,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",34,0.1817,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",35,0.1837,0,23.03,"included"
"phytoplankton_andersen_1999.xlsx",36,0.1962,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",4,2.80996,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",5,2.8515,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",6,2.8616,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",7,2.90163,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",8,2.91737,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",9,2.9267,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",10,2.94364,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",11,2.9807,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",12,3.00219,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",13,3.01618,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",14,3.03414,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",15,3.06914,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",16,3.08717,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",17,3.0963,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",18,3.10612,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",19,3.13044,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",20,3.16057,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",21,3.1814,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",22,3.1899,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",23,3.19999,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",24,3.20923,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",25,3.22012,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",26,3.24333,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",27,3.25975,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",28,3.2671,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",29,3.27526,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",30,3.28675,0,23.03,"included"
"phytoplankton_badger_2013a.xlsx",31,3.29814,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",4,13.799,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",5,13.792,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",6,13.786,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",7,13.779,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",8,13.773,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",9,13.766,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",10,13.76,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",11,13.753,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",12,13.741,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",13,13.716,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",14,13.709,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",15,13.704,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",16,13.693,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",17,13.679,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",18,13.672,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",19,13.665,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",20,13.658,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",21,13.651,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",22,13.644,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",23,13.602,0,23.03,"included"
"phytoplankton_badger_2013b.xlsx",24,12.811,0,23.03,"included"
"phytoplankton_badger_2019.xlsx",4,0.111324356079102,0,23.03,"included"
"phytoplankton_badger_2019.xlsx",5,0.119055961608887,0,23.03,"included"
"phytoplankton_badger_2019.xlsx",6,0.123774566650391,0,23.03,"included"
"phytoplankton_badger_2019.xlsx",7,0.127484924316406,0,23.03,"included"
"phytoplankton_badger_2019.xlsx",8,0.131907974243164,0,23.03,"included"
"phytoplankton_badger_2019.xlsx",9,0.133215209960938,0,23.03,"included"
"phytoplankton_badger_2019.xlsx",10,0.135568237304688,0,23.03,"included"
"phytoplankton_badger_2019.xlsx",11,0.138967041015625,0,23.03,"included"
"phytoplankton_badger_2019.xlsx",12,0.146694732666016,0,23.03,"included"
"phytoplankton_badger_2019.xlsx",13,0.150037734985352,0,23.03,"included"
