"file","source_row","field","value","problem"
"boron_isotopes_anderson_2024.xlsx",4,"d11B uncertainty","0.44","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_anderson_2024.xlsx",6,"d11B uncertainty","0.44","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_anderson_2024.xlsx",8,"d11B uncertainty","0.44","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_anderson_2024.xlsx",11,"d11B uncertainty","0.44","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_anderson_2024.xlsx",12,"d11B uncertainty","0.44","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_anderson_2024.xlsx",13,"d11B uncertainty","0.44","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_anderson_2024.xlsx",16,"d11B uncertainty","0.44","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_anderson_2024.xlsx",18,"d11B uncertainty","0.44","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",4,"d11B uncertainty","0.7","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",5,"d11B uncertainty","0.7","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",6,"d11B uncertainty","0.6","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",8,"d11B uncertainty","0.8","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",9,"d11B uncertainty","1","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",10,"d11B uncertainty","1.4","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",11,"d11B uncertainty","0.8","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",12,"d11B uncertainty","0.9","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",13,"d11B uncertainty","0.6","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",14,"d11B uncertainty","0.6","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",15,"d11B uncertainty","2.2","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",16,"d11B uncertainty","1.4","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",18,"d11B uncertainty","1.5","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",20,"d11B uncertainty","1.2","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",21,"d11B uncertainty","1.3","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",22,"d11B uncertainty","0.6","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",23,"d11B uncertainty","1.2","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",24,"d11B uncertainty","1.9","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",25,"d11B uncertainty","0.6","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",26,"d11B uncertainty","1","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",28,"d11B uncertainty","1.8","Reported uncertainty smaller than replicate 2SE"
"boron_isotopes_clarkson_2015.xlsx",4,"Mg/Ca uncertainty","0.864; 0.936","Reported range cannot be mapped to the template error field without a distribution assumption; left blank"
"boron_isotopes_clarkson_2015.xlsx",5,"Mg/Ca uncertainty","0.8544; 0.9256","Reported range cannot be mapped to the template error field without a distribution assumption; left blank"
